image,class,width,height,xmin,ymin,xmax,ymax
frame_0781.jpg,48,35,hand,688,683,736,718
frame_0781.jpg,145,131,hand,728,326,873,457
frame_0781.jpg,106,78,hand,569,255,675,333
frame_0802.jpg,111,52,hand,395,664,506,716
frame_0802.jpg,55,40,hand,682,676,737,716
frame_0802.jpg,102,105,hand,696,260,798,365
frame_0802.jpg,114,89,hand,568,258,682,347
frame_0819.jpg,76,20,hand,579,697,655,717
frame_0819.jpg,262,191,hand,625,527,887,718
frame_0819.jpg,124,96,hand,829,316,953,412
frame_0819.jpg,112,104,hand,696,278,808,382
frame_0821.jpg,78,35,hand,568,683,646,718
frame_0821.jpg,269,190,hand,633,528,902,718
frame_0821.jpg,130,109,hand,837,287,967,396
frame_0821.jpg,116,95,hand,708,271,824,366
frame_0876.jpg,40,21,hand,506,696,546,717
frame_0876.jpg,286,162,hand,563,556,849,718
frame_0876.jpg,123,100,hand,786,317,909,417
frame_0876.jpg,125,88,hand,656,308,781,396
frame_0880.jpg,270,133,hand,550,581,820,714
frame_0880.jpg,136,101,hand,771,308,907,409
frame_0880.jpg,123,97,hand,638,301,761,398
frame_0892.jpg,248,223,hand,581,495,829,718
frame_0892.jpg,120,95,hand,736,325,856,420
frame_0892.jpg,118,95,hand,610,307,728,402
frame_0903.jpg,84,42,hand,313,676,397,718
frame_0903.jpg,163,124,hand,637,592,800,716
frame_0903.jpg,109,91,hand,656,308,765,399
frame_0903.jpg,124,91,hand,519,307,643,398
frame_0907.jpg,65,45,hand,321,673,386,718
frame_0907.jpg,161,140,hand,722,574,883,714
frame_0907.jpg,109,95,hand,668,300,777,395
frame_0907.jpg,112,98,hand,538,289,650,387
frame_0917.jpg,59,29,hand,381,689,440,718
frame_0917.jpg,219,82,hand,588,636,807,718
frame_0917.jpg,120,86,hand,651,305,771,391
frame_0917.jpg,111,103,hand,528,296,639,399
frame_0954.jpg,14,14,hand,338,704,352,718
frame_0954.jpg,159,186,hand,800,532,959,718
frame_0954.jpg,119,102,hand,676,337,795,439
frame_0954.jpg,108,99,hand,556,328,664,427
frame_1015.jpg,89,62,hand,399,656,488,718
frame_1015.jpg,79,40,hand,658,677,737,717
frame_1015.jpg,105,91,hand,705,270,810,361
frame_1015.jpg,127,85,hand,559,264,686,349
frame_1016.jpg,110,66,hand,379,652,489,718
frame_1016.jpg,79,41,hand,659,677,738,718
frame_1016.jpg,102,84,hand,700,278,802,362
frame_1016.jpg,112,90,hand,560,268,672,358
frame_1028.jpg,113,59,hand,369,659,482,718
frame_1028.jpg,59,37,hand,663,676,722,713
frame_1028.jpg,112,105,hand,766,221,878,326
frame_1028.jpg,114,94,hand,554,251,668,345
frame_1033.jpg,138,91,hand,340,623,478,714
frame_1033.jpg,112,66,hand,671,652,783,718
frame_1033.jpg,140,103,hand,692,227,832,330
frame_1033.jpg,111,83,hand,548,239,659,322
frame_1036.jpg,177,108,hand,337,610,514,718
frame_1036.jpg,211,83,hand,580,635,791,718
frame_1036.jpg,126,106,hand,689,201,815,307
frame_1036.jpg,112,99,hand,542,213,654,312
frame_1063.jpg,163,120,hand,352,598,515,718
frame_1063.jpg,203,78,hand,596,640,799,718
frame_1063.jpg,131,111,hand,693,193,824,304
frame_1063.jpg,127,81,hand,544,237,671,318
frame_1098.jpg,201,83,hand,327,635,528,718
frame_1098.jpg,182,100,hand,587,618,769,718
frame_1098.jpg,113,112,hand,678,258,791,370
frame_1098.jpg,107,91,hand,517,250,624,341
frame_1139.jpg,115,83,hand,292,634,407,717
frame_1139.jpg,199,63,hand,525,655,724,718
frame_1139.jpg,135,99,hand,680,270,815,369
frame_1139.jpg,111,96,hand,556,237,667,333
frame_1232.jpg,214,127,hand,354,589,568,716
frame_1232.jpg,210,96,hand,643,622,853,718
frame_1232.jpg,147,103,hand,781,233,928,336
frame_1232.jpg,105,96,hand,637,201,742,297
frame_1240.jpg,183,99,hand,356,613,539,712
frame_1240.jpg,111,72,hand,667,646,778,718
frame_1240.jpg,136,113,hand,708,227,844,340
frame_1240.jpg,117,93,hand,563,227,680,320
frame_1285.jpg,96,64,hand,357,652,453,716
frame_1285.jpg,117,78,hand,664,640,781,718
frame_1285.jpg,149,95,hand,683,278,832,373
frame_1285.jpg,95,102,hand,571,247,666,349
frame_1332.jpg,34,26,hand,393,692,427,718
frame_1332.jpg,191,108,hand,719,609,910,717
frame_1332.jpg,98,132,hand,696,15,794,147
frame_1332.jpg,105,94,hand,561,325,666,419
frame_1356.jpg,58,33,hand,494,685,552,718
frame_1356.jpg,258,196,hand,604,522,862,718
frame_1356.jpg,101,61,hand,752,4,853,65
frame_1356.jpg,107,102,hand,633,271,740,373
frame_1359.jpg,50,45,hand,497,673,547,718
frame_1359.jpg,265,199,hand,605,518,870,717
frame_1359.jpg,92,46,hand,765,3,857,49
frame_1359.jpg,111,97,hand,635,264,746,361
frame_1429.jpg,28,20,hand,369,698,397,718
frame_1429.jpg,182,180,hand,827,530,1009,710
frame_1429.jpg,129,93,hand,667,332,796,425
frame_1429.jpg,114,101,hand,536,318,650,419
frame_1457.jpg,24,17,hand,321,700,345,717
frame_1457.jpg,125,108,hand,547,309,672,417
frame_1457.jpg,123,101,hand,419,320,542,421
frame_1471.jpg,76,30,hand,646,688,722,718
frame_1471.jpg,103,107,hand,592,304,695,411
frame_1471.jpg,114,90,hand,433,322,547,412
frame_1508.jpg,124,78,hand,295,639,419,717
frame_1508.jpg,184,107,hand,686,611,870,718
frame_1508.jpg,142,101,hand,641,225,783,326
frame_1508.jpg,110,111,hand,474,251,584,362
frame_1511.jpg,54,63,hand,327,654,381,717
frame_1511.jpg,186,82,hand,618,636,804,718
frame_1511.jpg,128,109,hand,684,221,812,330
frame_1511.jpg,119,111,hand,457,255,576,366
frame_1530.jpg,49,30,hand,353,688,402,718
frame_1530.jpg,144,115,hand,691,601,835,716
frame_1530.jpg,125,99,hand,616,251,741,350
frame_1530.jpg,116,106,hand,482,247,598,353
frame_1533.jpg,56,43,hand,344,675,400,718
frame_1533.jpg,150,105,hand,675,613,825,718
frame_1533.jpg,142,94,hand,613,251,755,345
frame_1533.jpg,97,116,hand,505,245,602,361
frame_1554.jpg,150,84,hand,642,634,792,718
frame_1554.jpg,128,106,hand,629,300,757,406
frame_1554.jpg,110,114,hand,510,293,620,407
frame_1555.jpg,133,67,hand,641,651,774,718
frame_1555.jpg,136,123,hand,630,296,766,419
frame_1555.jpg,102,135,hand,510,281,612,416
frame_1596.jpg,35,7,hand,383,710,418,717
frame_1596.jpg,65,23,hand,708,695,773,718
frame_1596.jpg,130,111,hand,654,297,784,408
frame_1596.jpg,98,110,hand,535,285,633,395
frame_1619.jpg,76,50,hand,653,664,729,714
frame_1619.jpg,119,99,hand,646,324,765,423
frame_1619.jpg,94,124,hand,510,299,604,423
frame_1642.jpg,99,55,hand,584,663,683,718
frame_1642.jpg,149,124,hand,637,387,786,511
frame_1642.jpg,99,97,hand,477,312,576,409
frame_1674.jpg,190,207,hand,795,511,985,718
frame_1674.jpg,133,107,hand,707,291,840,398
frame_1674.jpg,105,124,hand,594,284,699,408
frame_1677.jpg,196,182,hand,819,535,1015,717
frame_1677.jpg,128,108,hand,709,296,837,404
frame_1677.jpg,113,112,hand,588,295,701,407
frame_1729.jpg,79,12,hand,539,704,618,716
frame_1729.jpg,236,146,hand,415,320,651,466
frame_1729.jpg,114,103,hand,358,321,472,424
frame_1734.jpg,238,139,hand,341,398,579,537
frame_1734.jpg,134,106,hand,249,293,383,399
frame_1764.jpg,72,50,hand,368,668,440,718
frame_1764.jpg,110,47,hand,664,671,774,718
frame_1764.jpg,140,108,hand,662,292,802,400
frame_1764.jpg,99,115,hand,521,246,620,361
frame_1785.jpg,60,49,hand,360,669,420,718
frame_1785.jpg,151,88,hand,630,630,781,718
frame_1785.jpg,145,111,hand,666,342,811,453
frame_1785.jpg,109,93,hand,466,268,575,361
frame_1797.jpg,81,63,hand,383,654,464,717
frame_1797.jpg,184,78,hand,651,640,835,718
frame_1797.jpg,130,103,hand,691,254,821,357
frame_1797.jpg,116,102,hand,571,245,687,347
frame_1806.jpg,75,71,hand,366,643,441,714
frame_1806.jpg,157,110,hand,732,607,889,717
frame_1806.jpg,156,103,hand,672,260,828,363
frame_1806.jpg,119,98,hand,561,256,680,354
frame_1809.jpg,61,33,hand,374,680,435,713
frame_1809.jpg,159,97,hand,767,621,926,718
frame_1809.jpg,133,109,hand,678,262,811,371
frame_1809.jpg,120,118,hand,548,241,668,359
frame_1849.jpg,190,71,hand,658,647,848,718
frame_1849.jpg,124,101,hand,666,326,790,427
frame_1849.jpg,109,101,hand,540,305,649,406
frame_1896.jpg,187,75,hand,660,643,847,718
frame_1896.jpg,117,115,hand,624,314,741,429
frame_1896.jpg,123,109,hand,503,304,626,413
frame_1914.jpg,323,174,hand,568,544,891,718
frame_1914.jpg,126,107,hand,730,325,856,432
frame_1914.jpg,112,116,hand,597,297,709,413
frame_1915.jpg,276,173,hand,556,544,832,717
frame_1915.jpg,120,105,hand,733,324,853,429
frame_1915.jpg,120,102,hand,597,301,717,403
frame_1941.jpg,171,162,hand,825,551,996,713
frame_1941.jpg,122,94,hand,635,351,757,445
frame_1941.jpg,127,97,hand,511,324,638,421
frame_2036.jpg,248,116,hand,292,602,540,718
frame_2036.jpg,262,157,hand,587,561,849,718
frame_2036.jpg,120,92,hand,639,184,759,276
frame_2036.jpg,107,99,hand,493,180,600,279
frame_2061.jpg,225,86,hand,292,632,517,718
frame_2061.jpg,255,137,hand,584,581,839,718
frame_2061.jpg,136,88,hand,639,197,775,285
frame_2061.jpg,124,83,hand,488,208,612,291
frame_2124.jpg,267,163,hand,565,555,832,718
frame_2124.jpg,102,103,hand,704,314,806,417
frame_2124.jpg,110,95,hand,569,296,679,391
frame_2166.jpg,198,155,hand,783,563,981,718
frame_2166.jpg,119,105,hand,627,311,746,416
frame_2166.jpg,86,109,hand,481,304,567,413
frame_2195.jpg,217,79,hand,284,639,501,718
frame_2195.jpg,254,84,hand,538,634,792,718
frame_2195.jpg,123,89,hand,576,229,699,318
frame_2195.jpg,129,100,hand,430,213,559,313
frame_2202.jpg,220,64,hand,286,654,506,718
frame_2202.jpg,251,76,hand,547,642,798,718
frame_2202.jpg,124,91,hand,581,234,705,325
frame_2202.jpg,115,95,hand,445,230,560,325
frame_2205.jpg,217,49,hand,298,668,515,717
frame_2205.jpg,251,68,hand,548,650,799,718
frame_2205.jpg,129,106,hand,580,231,709,337
frame_2205.jpg,121,94,hand,440,239,561,333
frame_2224.jpg,79,56,hand,311,662,390,718
frame_2224.jpg,246,68,hand,561,650,807,718
frame_2224.jpg,130,99,hand,583,237,713,336
frame_2224.jpg,114,87,hand,447,241,561,328
frame_2229.jpg,74,53,hand,319,665,393,718
frame_2229.jpg,138,59,hand,668,658,806,717
frame_2229.jpg,125,95,hand,592,243,717,338
frame_2229.jpg,114,97,hand,453,241,567,338
frame_2286.jpg,262,199,hand,621,510,883,709
frame_2286.jpg,120,101,hand,744,270,864,371
frame_2286.jpg,120,91,hand,614,283,734,374
frame_2301.jpg,217,299,hand,825,419,1042,718
frame_2301.jpg,115,99,hand,734,297,849,396
frame_2301.jpg,145,95,hand,591,308,736,403
frame_2309.jpg,225,101,hand,769,617,994,718
frame_2309.jpg,107,92,hand,654,299,761,391
frame_2309.jpg,124,93,hand,515,297,639,390
frame_2393.jpg,115,62,hand,745,656,860,718
frame_2393.jpg,110,92,hand,682,312,792,404
frame_2393.jpg,120,93,hand,548,316,668,409
frame_2436.jpg,196,224,hand,792,494,988,718
frame_2436.jpg,114,98,hand,649,285,763,383
frame_2436.jpg,128,90,hand,511,301,639,391
frame_2591.jpg,108,93,hand,667,532,775,625
frame_2591.jpg,96,115,hand,406,490,502,605
frame_2643.jpg,100,100,hand,711,420,811,520
frame_2643.jpg,133,190,hand,518,468,651,658
frame_2662.jpg,99,95,hand,753,281,852,376
frame_2662.jpg,134,122,hand,569,200,703,322
frame_2663.jpg,109,106,hand,757,281,866,387
frame_2663.jpg,132,159,hand,587,239,719,398
frame_2690.jpg,142,77,hand,291,639,433,716
frame_2690.jpg,157,109,hand,543,603,700,712
frame_2690.jpg,89,69,hand,626,219,715,288
frame_2690.jpg,76,56,hand,480,219,556,275
frame_2695.jpg,96,67,hand,568,295,664,362
frame_2695.jpg,60,61,hand,453,300,513,361
frame_0021.jpg,140,116,hand,139,602,279,718
frame_0021.jpg,328,143,hand,600,570,928,713
frame_0021.jpg,136,97,hand,469,197,605,294
frame_0021.jpg,122,91,hand,313,193,435,284
frame_0100.jpg,58,29,hand,205,689,263,718
frame_0100.jpg,462,282,hand,673,356,1135,638
frame_0100.jpg,136,83,hand,484,216,620,299
frame_0100.jpg,104,89,hand,353,226,457,315
frame_0160.jpg,79,64,hand,174,654,253,718
frame_0160.jpg,411,337,hand,594,380,1005,717
frame_0160.jpg,138,83,hand,518,205,656,288
frame_0160.jpg,114,82,hand,387,212,501,294
frame_0199.jpg,335,254,hand,10,462,345,716
frame_0199.jpg,223,178,hand,526,272,749,450
frame_0199.jpg,155,83,hand,467,76,622,159
frame_0199.jpg,113,91,hand,338,88,451,179
frame_0208.jpg,320,267,hand,5,451,325,718
frame_0208.jpg,260,289,hand,511,284,771,573
frame_0208.jpg,152,93,hand,474,68,626,161
frame_0208.jpg,121,99,hand,334,89,455,188
frame_0232.jpg,373,249,hand,68,469,441,718
frame_0232.jpg,315,283,hand,535,429,850,712
frame_0232.jpg,161,89,hand,525,93,686,182
frame_0232.jpg,112,102,hand,385,95,497,197
frame_0233.jpg,369,237,hand,67,481,436,718
frame_0233.jpg,323,273,hand,527,437,850,710
frame_0233.jpg,162,83,hand,518,94,680,177
frame_0233.jpg,133,93,hand,368,95,501,188
frame_0247.jpg,394,222,hand,71,496,465,718
frame_0247.jpg,290,274,hand,607,438,897,712
frame_0247.jpg,136,78,hand,567,108,703,186
frame_0247.jpg,111,85,hand,397,116,508,201
frame_0249.jpg,404,280,hand,84,438,488,718
frame_0249.jpg,313,296,hand,561,388,874,684
frame_0249.jpg,142,91,hand,535,68,677,159
frame_0249.jpg,117,81,hand,380,82,497,163
frame_0266.jpg,45,16,hand,280,702,325,718
frame_0266.jpg,224,73,hand,630,644,854,717
frame_0266.jpg,155,104,hand,554,248,709,352
frame_0266.jpg,144,129,hand,353,354,497,483
frame_0271.jpg,118,78,hand,224,640,342,718
frame_0271.jpg,280,138,hand,603,576,883,714
frame_0271.jpg,150,91,hand,546,199,696,290
frame_0271.jpg,121,110,hand,357,229,478,339
frame_0283.jpg,59,49,hand,249,669,308,718
frame_0283.jpg,372,174,hand,613,543,985,717
frame_0283.jpg,147,106,hand,541,216,688,322
frame_0283.jpg,136,96,hand,389,241,525,337
frame_0293.jpg,99,87,hand,205,631,304,718
frame_0293.jpg,493,246,hand,599,472,1092,718
frame_0293.jpg,174,87,hand,514,195,688,282
frame_0293.jpg,142,69,hand,366,210,508,279
frame_0296.jpg,128,107,hand,191,610,319,717
frame_0296.jpg,427,273,hand,606,445,1033,718
frame_0296.jpg,163,78,hand,535,180,698,258
frame_0296.jpg,104,93,hand,376,182,480,275
frame_0303.jpg,151,117,hand,185,601,336,718
frame_0303.jpg,498,277,hand,602,425,1100,702
frame_0303.jpg,154,85,hand,525,169,679,254
frame_0303.jpg,131,100,hand,383,184,514,284
frame_0338.jpg,51,26,hand,398,692,449,718
frame_0338.jpg,223,216,hand,696,424,919,640
frame_0338.jpg,136,98,hand,626,222,762,320
frame_0338.jpg,119,96,hand,461,241,580,337
frame_0341.jpg,78,50,hand,373,668,451,718
frame_0341.jpg,212,233,hand,715,398,927,631
frame_0341.jpg,147,91,hand,628,216,775,307
frame_0341.jpg,112,95,hand,480,233,592,328
frame_0351.jpg,135,110,hand,313,602,448,712
frame_0351.jpg,422,231,hand,499,383,921,614
frame_0351.jpg,137,84,hand,614,195,751,279
frame_0351.jpg,123,112,hand,469,199,592,311
frame_0362.jpg,118,83,hand,296,631,414,714
frame_0362.jpg,365,231,hand,541,375,906,606
frame_0362.jpg,153,96,hand,577,203,730,299
frame_0362.jpg,125,91,hand,440,224,565,315
frame_0383.jpg,95,84,hand,204,632,299,716
frame_0383.jpg,450,192,hand,592,522,1042,714
frame_0383.jpg,149,110,hand,556,184,705,294
frame_0383.jpg,129,93,hand,391,201,520,294
frame_0409.jpg,85,74,hand,179,644,264,718
frame_0409.jpg,442,227,hand,591,489,1033,716
frame_0409.jpg,130,85,hand,520,207,650,292
frame_0409.jpg,136,110,hand,359,178,495,288
frame_0448.jpg,73,41,hand,209,677,282,718
frame_0448.jpg,458,196,hand,594,520,1052,716
frame_0448.jpg,140,97,hand,546,182,686,279
frame_0448.jpg,129,79,hand,412,207,541,286
frame_0454.jpg,93,57,hand,217,661,310,718
frame_0454.jpg,413,236,hand,569,482,982,718
frame_0454.jpg,136,89,hand,539,186,675,275
frame_0454.jpg,131,98,hand,404,201,535,299
frame_0460.jpg,93,55,hand,194,657,287,712
frame_0460.jpg,414,278,hand,547,440,961,718
frame_0460.jpg,152,99,hand,508,176,660,275
frame_0460.jpg,120,89,hand,366,201,486,290
frame_0497.jpg,405,315,hand,817,335,1222,650
frame_0497.jpg,155,93,hand,573,250,728,343
frame_0497.jpg,137,97,hand,419,267,556,364
frame_0506.jpg,229,255,hand,734,328,963,583
frame_0506.jpg,122,102,hand,455,275,577,377
frame_0529.jpg,301,161,hand,171,555,472,716
frame_0529.jpg,144,106,hand,499,125,643,231
frame_0529.jpg,125,76,hand,372,157,497,233
frame_0555.jpg,252,89,hand,220,627,472,716
frame_0555.jpg,302,184,hand,554,534,856,718
frame_0555.jpg,150,98,hand,544,150,694,248
frame_0555.jpg,136,72,hand,408,176,544,248
frame_0556.jpg,236,92,hand,220,622,456,714
frame_0556.jpg,301,183,hand,552,534,853,717
frame_0556.jpg,144,87,hand,556,154,700,241
frame_0556.jpg,140,91,hand,408,161,548,252
frame_0572.jpg,307,186,hand,135,532,442,718
frame_0572.jpg,366,248,hand,548,468,914,716
frame_0572.jpg,140,85,hand,558,63,698,148
frame_0572.jpg,138,103,hand,406,34,544,137
frame_0587.jpg,352,284,hand,262,434,614,718
frame_0587.jpg,311,289,hand,603,421,914,710
frame_0587.jpg,164,72,hand,611,108,775,180
frame_0587.jpg,168,101,hand,435,68,603,169
frame_0618.jpg,258,180,hand,283,538,541,718
frame_0618.jpg,285,209,hand,577,508,862,717
frame_0618.jpg,148,82,hand,552,140,700,222
frame_0618.jpg,125,89,hand,378,123,503,212
frame_0634.jpg,312,208,hand,196,510,508,718
frame_0634.jpg,288,177,hand,594,541,882,718
frame_0634.jpg,136,72,hand,539,144,675,216
frame_0634.jpg,132,85,hand,380,146,512,231
frame_0640.jpg,214,159,hand,236,559,450,718
frame_0640.jpg,277,155,hand,630,563,907,718
frame_0640.jpg,139,76,hand,544,159,683,235
frame_0640.jpg,130,95,hand,397,148,527,243
frame_0677.jpg,314,180,hand,257,534,571,714
frame_0677.jpg,330,169,hand,608,547,938,716
frame_0677.jpg,138,94,hand,611,137,749,231
frame_0677.jpg,147,87,hand,450,144,597,231
frame_0696.jpg,275,131,hand,228,587,503,718
frame_0696.jpg,324,106,hand,567,612,891,718
frame_0696.jpg,163,87,hand,580,186,743,273
frame_0696.jpg,130,95,hand,433,180,563,275
frame_0718.jpg,129,112,hand,198,604,327,716
frame_0718.jpg,176,110,hand,679,608,855,718
frame_0718.jpg,142,95,hand,561,199,703,294
frame_0718.jpg,187,108,hand,376,150,563,258
frame_0736.jpg,358,224,hand,194,494,552,718
frame_0736.jpg,366,231,hand,599,485,965,716
frame_0736.jpg,151,95,hand,594,112,745,207
frame_0736.jpg,146,110,hand,402,40,548,150
frame_0787.jpg,119,106,hand,257,612,376,718
frame_0787.jpg,339,243,hand,583,470,922,713
frame_0787.jpg,163,102,hand,546,188,709,290
frame_0787.jpg,121,89,hand,412,195,533,284
frame_0793.jpg,138,87,hand,266,631,404,718
frame_0793.jpg,366,281,hand,496,402,862,683
frame_0793.jpg,181,93,hand,522,197,703,290
frame_0793.jpg,114,98,hand,406,203,520,301
frame_0846.jpg,214,104,hand,296,614,510,718
frame_0846.jpg,186,80,hand,726,636,912,716
frame_0846.jpg,140,81,hand,609,203,749,284
frame_0846.jpg,146,106,hand,444,159,590,265
frame_0852.jpg,235,125,hand,247,593,482,718
frame_0852.jpg,207,104,hand,669,614,876,718
frame_0852.jpg,154,87,hand,546,188,700,275
frame_0852.jpg,142,110,hand,404,123,546,233
frame_0854.jpg,267,144,hand,221,574,488,718
frame_0854.jpg,227,121,hand,645,597,872,718
frame_0854.jpg,142,81,hand,539,182,681,263
frame_0854.jpg,136,108,hand,391,116,527,224
frame_0857.jpg,257,152,hand,217,566,474,718
frame_0857.jpg,216,117,hand,646,600,862,717
frame_0857.jpg,146,89,hand,531,167,677,256
frame_0857.jpg,148,93,hand,336,106,484,199
frame_0989.jpg,306,193,hand,219,525,525,718
frame_0989.jpg,244,170,hand,779,345,1023,515
frame_0989.jpg,131,101,hand,584,123,715,224
frame_0989.jpg,140,95,hand,431,140,571,235
frame_0992.jpg,280,172,hand,230,546,510,718
frame_0992.jpg,243,193,hand,777,332,1020,525
frame_0992.jpg,146,99,hand,563,144,709,243
frame_0992.jpg,130,102,hand,433,161,563,263
frame_0996.jpg,288,165,hand,230,553,518,718
frame_0996.jpg,296,282,hand,705,260,1001,542
frame_0996.jpg,155,106,hand,577,167,732,273
frame_0996.jpg,142,104,hand,438,180,580,284
frame_1048.jpg,72,59,hand,270,659,342,718
frame_1048.jpg,280,254,hand,664,464,944,718
frame_1048.jpg,136,85,hand,569,267,705,352
frame_1048.jpg,125,80,hand,431,286,556,366
frame_1069.jpg,95,95,hand,245,623,340,718
frame_1069.jpg,169,49,hand,650,669,819,718
frame_1069.jpg,150,95,hand,548,237,698,332
frame_1069.jpg,129,96,hand,412,239,541,335
frame_1071.jpg,106,95,hand,226,623,332,718
frame_1071.jpg,182,51,hand,633,667,815,718
frame_1071.jpg,142,104,hand,544,231,686,335
frame_1071.jpg,136,76,hand,389,256,525,332
frame_1085.jpg,78,80,hand,205,638,283,718
frame_1085.jpg,186,66,hand,620,652,806,718
frame_1085.jpg,148,79,hand,533,243,681,322
frame_1085.jpg,130,89,hand,378,222,508,311
frame_1086.jpg,98,85,hand,221,633,319,718
frame_1086.jpg,227,68,hand,607,650,834,718
frame_1086.jpg,148,87,hand,527,241,675,328
frame_1086.jpg,138,80,hand,374,229,512,309
frame_1094.jpg,114,97,hand,228,621,342,718
frame_1094.jpg,237,87,hand,616,631,853,718
frame_1094.jpg,132,82,hand,554,233,686,315
frame_1094.jpg,137,85,hand,402,218,539,303
frame_1142.jpg,85,68,hand,285,648,370,716
frame_1142.jpg,258,93,hand,673,625,931,718
frame_1142.jpg,156,97,hand,596,190,752,287
frame_1142.jpg,127,98,hand,438,131,565,229
frame_1159.jpg,83,81,hand,274,633,357,714
frame_1159.jpg,299,246,hand,707,472,1006,718
frame_1159.jpg,135,80,hand,584,210,719,290
frame_1159.jpg,159,102,hand,444,135,603,237
frame_1167.jpg,72,53,hand,253,657,325,710
frame_1167.jpg,252,244,hand,762,472,1014,716
frame_1167.jpg,155,89,hand,541,195,696,284
frame_1167.jpg,131,93,hand,438,148,569,241
frame_1168.jpg,75,66,hand,238,652,313,718
frame_1168.jpg,238,249,hand,773,465,1011,714
frame_1168.jpg,153,95,hand,537,197,690,292
frame_1168.jpg,135,96,hand,438,152,573,248
frame_1219.jpg,282,116,hand,162,602,444,718
frame_1219.jpg,332,279,hand,705,406,1037,685
frame_1219.jpg,146,81,hand,580,201,726,282
frame_1219.jpg,127,97,hand,444,180,571,277
frame_1308.jpg,101,93,hand,294,625,395,718
frame_1308.jpg,445,290,hand,563,428,1008,718
frame_1308.jpg,135,81,hand,599,207,734,288
frame_1308.jpg,115,119,hand,448,82,563,201
frame_1316.jpg,63,36,hand,264,682,327,718
frame_1316.jpg,323,312,hand,811,363,1134,675
frame_1316.jpg,140,89,hand,569,239,709,328
frame_1316.jpg,127,102,hand,389,144,516,246
frame_1433.jpg,421,244,hand,816,462,1237,706
frame_1433.jpg,80,111,hand,688,296,768,407
frame_1433.jpg,139,136,hand,527,279,666,415
frame_1434.jpg,447,244,hand,790,469,1237,713
frame_1434.jpg,91,104,hand,681,303,772,407
frame_1434.jpg,157,98,hand,518,296,675,394
frame_1489.jpg,113,91,hand,272,627,385,718
frame_1489.jpg,365,346,hand,901,190,1266,536
frame_1489.jpg,129,80,hand,669,195,798,275
frame_1489.jpg,203,167,hand,658,286,861,453
frame_1500.jpg,97,97,hand,245,621,342,718
frame_1500.jpg,367,375,hand,906,76,1273,451
frame_1500.jpg,142,45,hand,633,184,775,229
frame_1500.jpg,178,131,hand,618,237,796,368
frame_1506.jpg,87,74,hand,217,644,304,718
frame_1506.jpg,403,375,hand,876,89,1279,464
frame_1506.jpg,79,85,hand,664,190,743,275
frame_1506.jpg,153,127,hand,482,106,635,233
frame_1574.jpg,72,91,hand,281,627,353,718
frame_1574.jpg,418,301,hand,857,309,1275,610
frame_1574.jpg,144,93,hand,618,250,762,343
frame_1574.jpg,153,123,hand,461,186,614,309
frame_1614.jpg,387,187,hand,507,531,894,718
frame_1614.jpg,139,93,hand,527,288,666,381
frame_1614.jpg,204,117,hand,499,400,703,517
frame_1629.jpg,384,180,hand,711,538,1095,718
frame_1629.jpg,112,74,hand,603,256,715,330
frame_1629.jpg,189,154,hand,609,352,798,506
frame_1646.jpg,270,214,hand,817,503,1087,717
frame_1646.jpg,140,93,hand,603,250,743,343
frame_1646.jpg,147,102,hand,467,146,614,248
frame_1680.jpg,250,313,hand,909,322,1159,635
frame_1680.jpg,132,104,hand,681,243,813,347
frame_1680.jpg,125,112,hand,510,229,635,341
frame_1705.jpg,193,161,hand,175,557,368,718
frame_1705.jpg,413,280,hand,546,346,959,626
frame_1705.jpg,136,89,hand,594,161,730,250
frame_1705.jpg,113,103,hand,448,157,561,260
frame_1733.jpg,290,237,hand,758,468,1048,705
frame_1733.jpg,135,100,hand,599,252,734,352
frame_1733.jpg,140,98,hand,442,243,582,341
frame_1769.jpg,288,313,hand,724,303,1012,616
frame_1769.jpg,72,60,hand,650,332,722,392
frame_1769.jpg,132,93,hand,505,301,637,394
frame_1770.jpg,247,315,hand,720,311,967,626
frame_1770.jpg,56,28,hand,666,360,722,388
frame_1770.jpg,118,87,hand,525,307,643,394
frame_1817.jpg,494,195,hand,607,515,1101,710
frame_1817.jpg,140,100,hand,605,241,745,341
frame_1817.jpg,127,87,hand,455,265,582,352
frame_1847.jpg,38,34,hand,285,684,323,718
frame_1847.jpg,498,210,hand,690,506,1188,716
frame_1847.jpg,135,72,hand,690,237,825,309
frame_1847.jpg,182,157,hand,705,326,887,483
frame_1849.jpg,56,38,hand,274,678,330,716
frame_1849.jpg,523,201,hand,675,513,1198,714
frame_1849.jpg,136,70,hand,683,235,819,305
frame_1849.jpg,208,152,hand,666,322,874,474
frame_1875.jpg,59,49,hand,264,669,323,718
frame_1875.jpg,405,434,hand,872,142,1277,576
frame_1875.jpg,161,102,hand,633,218,794,320
frame_1875.jpg,159,99,hand,440,127,599,226
frame_1880.jpg,55,53,hand,277,665,332,718
frame_1880.jpg,382,395,hand,790,210,1172,605
frame_1880.jpg,144,104,hand,495,125,639,229
frame_1898.jpg,324,195,hand,82,521,406,716
frame_1898.jpg,326,211,hand,609,369,935,580
frame_1898.jpg,146,81,hand,550,118,696,199
frame_1898.jpg,147,106,hand,414,44,561,150
frame_1908.jpg,339,155,hand,65,563,404,718
frame_1908.jpg,280,210,hand,603,326,883,536
frame_1908.jpg,146,97,hand,531,123,677,220
frame_1908.jpg,120,102,hand,402,137,522,239
